MonthYear,Station,Station_Type,Entry_Exit,Trip
2024-11-01 00:00:00.000,East Maitland  Station,Train,Entry,567
2024-11-01 00:00:00.000,East Maitland  Station,Train,Exit,501
2024-11-01 00:00:00.000,East Richmond  Station,Train,Entry,4211
2024-11-01 00:00:00.000,East Richmond  Station,Train,Exit,4800
2024-11-01 00:00:00.000,Eastwood  Station,Train,Entry,165956
2024-11-01 00:00:00.000,Eastwood  Station,Train,Exit,167148
2024-11-01 00:00:00.000,Edgecliff  Station,Train,Entry,208956
2024-11-01 00:00:00.000,Edgecliff  Station,Train,Exit,201751
2024-11-01 00:00:00.000,Edmondson Park  Station,Train,Entry,93720
2024-11-01 00:00:00.000,Edmondson Park  Station,Train,Exit,89143
2024-11-01 00:00:00.000,Emu Plains  Station,Train,Entry,24603
2024-11-01 00:00:00.000,Emu Plains  Station,Train,Exit,23074
2024-11-01 00:00:00.000,Engadine  Station,Train,Entry,27431
2024-11-01 00:00:00.000,Engadine  Station,Train,Exit,25348
2024-11-01 00:00:00.000,Epping  Station,Metro Shared,Entry,371170
2024-11-01 00:00:00.000,Epping  Station,Metro Shared,Exit,363876
2024-11-01 00:00:00.000,Erskineville  Station,Train,Entry,59853
2024-11-01 00:00:00.000,Erskineville  Station,Train,Exit,54371
2024-11-01 00:00:00.000,Exeter  Station,Train,Entry,100
2024-11-01 00:00:00.000,Exeter  Station,Train,Exit,62
2024-11-01 00:00:00.000,Fairfield  Station,Train,Entry,144694
2024-11-01 00:00:00.000,Fairfield  Station,Train,Exit,140740
2024-11-01 00:00:00.000,Fairy Meadow  Station,Train,Entry,2852
2024-11-01 00:00:00.000,Fairy Meadow  Station,Train,Exit,2500
2024-11-01 00:00:00.000,Fassifern  Station,Train,Entry,9105
2024-11-01 00:00:00.000,Fassifern  Station,Train,Exit,8199
2024-11-01 00:00:00.000,Faulconbridge  Station,Train,Entry,1799
2024-11-01 00:00:00.000,Faulconbridge  Station,Train,Exit,1740
2024-11-01 00:00:00.000,Flemington  Station,Train,Entry,126546
2024-11-01 00:00:00.000,Flemington  Station,Train,Exit,121186
2024-11-01 00:00:00.000,Gadigal  Station,Metro,Entry,423889
2024-11-01 00:00:00.000,Gadigal  Station,Metro,Exit,443187
2024-11-01 00:00:00.000,Gerringong  Station,Train,Entry,1018
2024-11-01 00:00:00.000,Gerringong  Station,Train,Exit,1041
2024-11-01 00:00:00.000,Glenbrook  Station,Train,Entry,8906
2024-11-01 00:00:00.000,Glenbrook  Station,Train,Exit,8155
2024-11-01 00:00:00.000,Glenfield  Station,Train,Entry,135258
2024-11-01 00:00:00.000,Glenfield  Station,Train,Exit,126863
2024-11-01 00:00:00.000,Gordon  Station,Train,Entry,151986
2024-11-01 00:00:00.000,Gordon  Station,Train,Exit,147189
2024-11-01 00:00:00.000,Gosford  Station,Train,Entry,96022
2024-11-01 00:00:00.000,Gosford  Station,Train,Exit,95222
2024-11-01 00:00:00.000,Goulburn  Station,Train,Entry,1036
2024-11-01 00:00:00.000,Goulburn  Station,Train,Exit,695
2024-11-01 00:00:00.000,Granville  Station,Train,Entry,174079
2024-11-01 00:00:00.000,Granville  Station,Train,Exit,162946
2024-11-01 00:00:00.000,Green Square  Station,Train,Entry,246970
2024-11-01 00:00:00.000,Green Square  Station,Train,Exit,236726
2024-11-01 00:00:00.000,Greta  Station,Train,Entry,Less than 50
2024-11-01 00:00:00.000,Greta  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Guildford  Station,Train,Entry,70816
2024-11-01 00:00:00.000,Guildford  Station,Train,Exit,63096
2024-11-01 00:00:00.000,Gymea  Station,Train,Entry,45118
2024-11-01 00:00:00.000,Gymea  Station,Train,Exit,40722
2024-11-01 00:00:00.000,Hamilton  Station,Train,Entry,15442
2024-11-01 00:00:00.000,Hamilton  Station,Train,Exit,15084
2024-11-01 00:00:00.000,Harris Park  Station,Train,Entry,66000
2024-11-01 00:00:00.000,Harris Park  Station,Train,Exit,67090
2024-11-01 00:00:00.000,Hawkesbury River  Station,Train,Entry,6151
2024-11-01 00:00:00.000,Hawkesbury River  Station,Train,Exit,6216
2024-11-01 00:00:00.000,Hazelbrook  Station,Train,Entry,5684
2024-11-01 00:00:00.000,Hazelbrook  Station,Train,Exit,5135
2024-11-01 00:00:00.000,Heathcote  Station,Train,Entry,11779
2024-11-01 00:00:00.000,Heathcote  Station,Train,Exit,11327
2024-11-01 00:00:00.000,Helensburgh  Station,Train,Entry,9700
2024-11-01 00:00:00.000,Helensburgh  Station,Train,Exit,8604
2024-11-01 00:00:00.000,Hexham  Station,Train,Entry,288
2024-11-01 00:00:00.000,Hexham  Station,Train,Exit,241
2024-11-01 00:00:00.000,High Street  Station,Train,Entry,306
2024-11-01 00:00:00.000,High Street  Station,Train,Exit,356
2024-11-01 00:00:00.000,Hilldale  Station,Train,Entry,Less than 50
2024-11-01 00:00:00.000,Hilldale  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Hills Showground  Station,Metro,Entry,97235
2024-11-01 00:00:00.000,Hills Showground  Station,Metro,Exit,93419
2024-11-01 00:00:00.000,Holsworthy  Station,Train,Entry,65564
2024-11-01 00:00:00.000,Holsworthy  Station,Train,Exit,60221
2024-11-01 00:00:00.000,Homebush  Station,Train,Entry,95696
2024-11-01 00:00:00.000,Homebush  Station,Train,Exit,91696
2024-11-01 00:00:00.000,Hornsby  Station,Train,Entry,288903
2024-11-01 00:00:00.000,Hornsby  Station,Train,Exit,292115
2024-11-01 00:00:00.000,Hurstville  Station,Train,Entry,473019
2024-11-01 00:00:00.000,Hurstville  Station,Train,Exit,479330
2024-11-01 00:00:00.000,Ingleburn  Station,Train,Entry,68337
2024-11-01 00:00:00.000,Ingleburn  Station,Train,Exit,67595
2024-11-01 00:00:00.000,International  Station,Train,Entry,146507
2024-11-01 00:00:00.000,International  Station,Train,Exit,140033
2024-11-01 00:00:00.000,Jannali  Station,Train,Entry,55472
2024-11-01 00:00:00.000,Jannali  Station,Train,Exit,51475
2024-11-01 00:00:00.000,Katoomba  Station,Train,Entry,29972
2024-11-01 00:00:00.000,Katoomba  Station,Train,Exit,29493
2024-11-01 00:00:00.000,Kellyville  Station,Metro,Entry,97555
2024-11-01 00:00:00.000,Kellyville  Station,Metro,Exit,95070
2024-11-01 00:00:00.000,Kembla Grange  Station,Train,Entry,653
2024-11-01 00:00:00.000,Kembla Grange  Station,Train,Exit,775
2024-11-01 00:00:00.000,Kiama  Station,Train,Entry,13514
2024-11-01 00:00:00.000,Kiama  Station,Train,Exit,12955
2024-11-01 00:00:00.000,Killara  Station,Train,Entry,44828
2024-11-01 00:00:00.000,Killara  Station,Train,Exit,42479
2024-11-01 00:00:00.000,Kings Cross  Station,Train,Entry,368659
2024-11-01 00:00:00.000,Kings Cross  Station,Train,Exit,382626
2024-11-01 00:00:00.000,Kingsgrove  Station,Train,Entry,53037
2024-11-01 00:00:00.000,Kingsgrove  Station,Train,Exit,49565
2024-11-01 00:00:00.000,Kingswood  Station,Train,Entry,51611
2024-11-01 00:00:00.000,Kingswood  Station,Train,Exit,47384
2024-11-01 00:00:00.000,Kirrawee  Station,Train,Entry,41676
2024-11-01 00:00:00.000,Kirrawee  Station,Train,Exit,39296
2024-11-01 00:00:00.000,Kogarah  Station,Train,Entry,257902
2024-11-01 00:00:00.000,Kogarah  Station,Train,Exit,248534
2024-11-01 00:00:00.000,Koolewong  Station,Train,Entry,1431
2024-11-01 00:00:00.000,Koolewong  Station,Train,Exit,1080
2024-11-01 00:00:00.000,Kotara  Station,Train,Entry,1192
2024-11-01 00:00:00.000,Kotara  Station,Train,Exit,1503
2024-11-01 00:00:00.000,Lapstone  Station,Train,Entry,1737
2024-11-01 00:00:00.000,Lapstone  Station,Train,Exit,1559
2024-11-01 00:00:00.000,Lawson  Station,Train,Entry,3198
2024-11-01 00:00:00.000,Lawson  Station,Train,Exit,3007
2024-11-01 00:00:00.000,Leightonfield  Station,Train,Entry,6025
2024-11-01 00:00:00.000,Leightonfield  Station,Train,Exit,5048
2024-11-01 00:00:00.000,Leppington  Station,Train,Entry,94047
2024-11-01 00:00:00.000,Leppington  Station,Train,Exit,89198
2024-11-01 00:00:00.000,Leumeah  Station,Train,Entry,53875
2024-11-01 00:00:00.000,Leumeah  Station,Train,Exit,50470
2024-11-01 00:00:00.000,Leura  Station,Train,Entry,9321
2024-11-01 00:00:00.000,Leura  Station,Train,Exit,7171
2024-11-01 00:00:00.000,Lewisham  Station,Train,Entry,64814
2024-11-01 00:00:00.000,Lewisham  Station,Train,Exit,59286
2024-11-01 00:00:00.000,Lidcombe  Station,Train,Entry,350695
2024-11-01 00:00:00.000,Lidcombe  Station,Train,Exit,339337
2024-11-01 00:00:00.000,Linden  Station,Train,Entry,304
2024-11-01 00:00:00.000,Linden  Station,Train,Exit,243
2024-11-01 00:00:00.000,Lindfield  Station,Train,Entry,88728
2024-11-01 00:00:00.000,Lindfield  Station,Train,Exit,85067
2024-11-01 00:00:00.000,Lisarow  Station,Train,Entry,3154
2024-11-01 00:00:00.000,Lisarow  Station,Train,Exit,2686
2024-11-01 00:00:00.000,Lithgow  Station,Train,Entry,5316
2024-11-01 00:00:00.000,Lithgow  Station,Train,Exit,4820
2024-11-01 00:00:00.000,Liverpool  Station,Train,Entry,199548
2024-11-01 00:00:00.000,Liverpool  Station,Train,Exit,195794
2024-11-01 00:00:00.000,Lochinvar  Station,Train,Entry,Less than 50
2024-11-01 00:00:00.000,Lochinvar  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Loftus  Station,Train,Entry,8761
2024-11-01 00:00:00.000,Loftus  Station,Train,Exit,7722
2024-11-01 00:00:00.000,Lysaghts  Station,Train,Entry,Less than 50
2024-11-01 00:00:00.000,Lysaghts  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Macarthur  Station,Train,Entry,64680
2024-11-01 00:00:00.000,Macarthur  Station,Train,Exit,61656
2024-11-01 00:00:00.000,Macdonaldtown  Station,Train,Entry,25278
2024-11-01 00:00:00.000,Macdonaldtown  Station,Train,Exit,24934
2024-11-01 00:00:00.000,Macquarie Fields  Station,Train,Entry,21447
2024-11-01 00:00:00.000,Macquarie Fields  Station,Train,Exit,20078
2024-11-01 00:00:00.000,Macquarie Park  Station,Metro,Entry,105067
2024-11-01 00:00:00.000,Macquarie Park  Station,Metro,Exit,103730
2024-11-01 00:00:00.000,Macquarie University  Station,Metro,Entry,339763
2024-11-01 00:00:00.000,Macquarie University  Station,Metro,Exit,342270
2024-11-01 00:00:00.000,Maitland  Station,Train,Entry,8811
2024-11-01 00:00:00.000,Maitland  Station,Train,Exit,8088
2024-11-01 00:00:00.000,Marayong  Station,Train,Entry,23994
2024-11-01 00:00:00.000,Marayong  Station,Train,Exit,22060
2024-11-01 00:00:00.000,Martin Place  Station,Metro Shared,Entry,810850
2024-11-01 00:00:00.000,Martin Place  Station,Metro Shared,Exit,901103
2024-11-01 00:00:00.000,Martins Creek  Station,Train,Entry,Less than 50
2024-11-01 00:00:00.000,Martins Creek  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Marulan  Station,Train,Entry,63
2024-11-01 00:00:00.000,Marulan  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Mascot  Station,Train,Entry,400036
2024-11-01 00:00:00.000,Mascot  Station,Train,Exit,400147
2024-11-01 00:00:00.000,Meadowbank  Station,Train,Entry,118297
2024-11-01 00:00:00.000,Meadowbank  Station,Train,Exit,106985
2024-11-01 00:00:00.000,Medlow Bath  Station,Train,Entry,865
2024-11-01 00:00:00.000,Medlow Bath  Station,Train,Exit,724
2024-11-01 00:00:00.000,Menangle  Station,Train,Entry,288
2024-11-01 00:00:00.000,Menangle  Station,Train,Exit,278
2024-11-01 00:00:00.000,Menangle Park  Station,Train,Entry,334
2024-11-01 00:00:00.000,Menangle Park  Station,Train,Exit,292
2024-11-01 00:00:00.000,Merrylands  Station,Train,Entry,147602
2024-11-01 00:00:00.000,Merrylands  Station,Train,Exit,143418
2024-11-01 00:00:00.000,Metford  Station,Train,Entry,1562
2024-11-01 00:00:00.000,Metford  Station,Train,Exit,1444
2024-11-01 00:00:00.000,Milsons Point  Station,Train,Entry,178284
2024-11-01 00:00:00.000,Milsons Point  Station,Train,Exit,185607
2024-11-01 00:00:00.000,Mindaribba  Station,Train,Entry,Less than 50
2024-11-01 00:00:00.000,Mindaribba  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Minnamurra  Station,Train,Entry,2249
2024-11-01 00:00:00.000,Minnamurra  Station,Train,Exit,2166
2024-11-01 00:00:00.000,Minto  Station,Train,Entry,64547
2024-11-01 00:00:00.000,Minto  Station,Train,Exit,60668
2024-11-01 00:00:00.000,Miranda  Station,Train,Entry,86682
2024-11-01 00:00:00.000,Miranda  Station,Train,Exit,89125
2024-11-01 00:00:00.000,Mittagong  Station,Train,Entry,3574
2024-11-01 00:00:00.000,Mittagong  Station,Train,Exit,3146
2024-11-01 00:00:00.000,Morisset  Station,Train,Entry,16181
2024-11-01 00:00:00.000,Morisset  Station,Train,Exit,14721
2024-11-01 00:00:00.000,Mortdale  Station,Train,Entry,78315
2024-11-01 00:00:00.000,Mortdale  Station,Train,Exit,70785
2024-11-01 00:00:00.000,Moss Vale  Station,Train,Entry,3819
2024-11-01 00:00:00.000,Moss Vale  Station,Train,Exit,3419
2024-11-01 00:00:00.000,Mount Colah  Station,Train,Entry,13410
2024-11-01 00:00:00.000,Mount Colah  Station,Train,Exit,12087
2024-11-01 00:00:00.000,Mount Druitt  Station,Train,Entry,148584
2024-11-01 00:00:00.000,Mount Druitt  Station,Train,Exit,148137
2024-11-01 00:00:00.000,Mount Kuring-gai  Station,Train,Entry,4928
2024-11-01 00:00:00.000,Mount Kuring-gai  Station,Train,Exit,4652
2024-11-01 00:00:00.000,Mount Victoria  Station,Train,Entry,2934
2024-11-01 00:00:00.000,Mount Victoria  Station,Train,Exit,2798
2024-11-01 00:00:00.000,Mulgrave  Station,Train,Entry,5819
2024-11-01 00:00:00.000,Mulgrave  Station,Train,Exit,5666
2024-11-01 00:00:00.000,Museum  Station,Train,Entry,239357
2024-11-01 00:00:00.000,Museum  Station,Train,Exit,272615
2024-11-01 00:00:00.000,Muswellbrook  Station,Train,Entry,621
2024-11-01 00:00:00.000,Muswellbrook  Station,Train,Exit,413
2024-11-01 00:00:00.000,Narara  Station,Train,Entry,4941
2024-11-01 00:00:00.000,Narara  Station,Train,Exit,4232
2024-11-01 00:00:00.000,Narwee  Station,Train,Entry,42597
2024-11-01 00:00:00.000,Narwee  Station,Train,Exit,38600
2024-11-01 00:00:00.000,Newcastle Interchange Station,Train,Entry,40960
2024-11-01 00:00:00.000,Newcastle Interchange Station,Train,Exit,41065
2024-11-01 00:00:00.000,Newtown  Station,Train,Entry,245188
2024-11-01 00:00:00.000,Newtown  Station,Train,Exit,277320
2024-11-01 00:00:00.000,Niagara Park  Station,Train,Entry,2266
2024-11-01 00:00:00.000,Niagara Park  Station,Train,Exit,2086
2024-11-01 00:00:00.000,Normanhurst  Station,Train,Entry,27102
2024-11-01 00:00:00.000,Normanhurst  Station,Train,Exit,21648
2024-11-01 00:00:00.000,North Ryde  Station,Metro,Entry,86193
2024-11-01 00:00:00.000,North Ryde  Station,Metro,Exit,85060
2024-11-01 00:00:00.000,North Strathfield  Station,Train,Entry,60960
2024-11-01 00:00:00.000,North Strathfield  Station,Train,Exit,59483
2024-11-01 00:00:00.000,North Sydney  Station,Train,Entry,264223
2024-11-01 00:00:00.000,North Sydney  Station,Train,Exit,278732
2024-11-01 00:00:00.000,North Wollongong  Station,Train,Entry,28982
2024-11-01 00:00:00.000,North Wollongong  Station,Train,Exit,26818
2024-11-01 00:00:00.000,Norwest  Station,Metro,Entry,74543
2024-11-01 00:00:00.000,Norwest  Station,Metro,Exit,73263
2024-11-01 00:00:00.000,Oak Flats  Station,Train,Entry,9261
2024-11-01 00:00:00.000,Oak Flats  Station,Train,Exit,8184
2024-11-01 00:00:00.000,Oatley  Station,Train,Entry,44161
2024-11-01 00:00:00.000,Oatley  Station,Train,Exit,41041
2024-11-01 00:00:00.000,Olympic Park  Station,Train,Entry,89403
2024-11-01 00:00:00.000,Olympic Park  Station,Train,Exit,144247
2024-11-01 00:00:00.000,Otford  Station,Train,Entry,922
2024-11-01 00:00:00.000,Otford  Station,Train,Exit,880
2024-11-01 00:00:00.000,Ourimbah  Station,Train,Entry,3731
2024-11-01 00:00:00.000,Ourimbah  Station,Train,Exit,3417
2024-11-01 00:00:00.000,Padstow  Station,Train,Entry,60101
2024-11-01 00:00:00.000,Padstow  Station,Train,Exit,54635
2024-11-01 00:00:00.000,Panania  Station,Train,Entry,37116
2024-11-01 00:00:00.000,Panania  Station,Train,Exit,33612
2024-11-01 00:00:00.000,Parramatta  Station,Train,Entry,966060
2024-11-01 00:00:00.000,Parramatta  Station,Train,Exit,986471
2024-11-01 00:00:00.000,Paterson  Station,Train,Entry,213
2024-11-01 00:00:00.000,Paterson  Station,Train,Exit,117
2024-11-01 00:00:00.000,Pendle Hill  Station,Train,Entry,72201
2024-11-01 00:00:00.000,Pendle Hill  Station,Train,Exit,67555
2024-11-01 00:00:00.000,Pennant Hills  Station,Train,Entry,38202
2024-11-01 00:00:00.000,Pennant Hills  Station,Train,Exit,36287
2024-11-01 00:00:00.000,Penrith  Station,Train,Entry,171877
2024-11-01 00:00:00.000,Penrith  Station,Train,Exit,174896
2024-11-01 00:00:00.000,Penrose  Station,Train,Entry,Less than 50
2024-11-01 00:00:00.000,Penrose  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Penshurst  Station,Train,Entry,69610
2024-11-01 00:00:00.000,Penshurst  Station,Train,Exit,59799
2024-11-01 00:00:00.000,Petersham  Station,Train,Entry,82762
2024-11-01 00:00:00.000,Petersham  Station,Train,Exit,79810
2024-11-01 00:00:00.000,Picton  Station,Train,Entry,3132
2024-11-01 00:00:00.000,Picton  Station,Train,Exit,2602
2024-11-01 00:00:00.000,Point Clare  Station,Train,Entry,3380
2024-11-01 00:00:00.000,Point Clare  Station,Train,Exit,2835
2024-11-01 00:00:00.000,Port Kembla  Station,Train,Entry,1770
2024-11-01 00:00:00.000,Port Kembla  Station,Train,Exit,1404
2024-11-01 00:00:00.000,Port Kembla North  Station,Train,Entry,355
2024-11-01 00:00:00.000,Port Kembla North  Station,Train,Exit,276
2024-11-01 00:00:00.000,Pymble  Station,Train,Entry,51184
2024-11-01 00:00:00.000,Pymble  Station,Train,Exit,46710
2024-11-01 00:00:00.000,Quakers Hill  Station,Train,Entry,57558
2024-11-01 00:00:00.000,Quakers Hill  Station,Train,Exit,51909
2024-11-01 00:00:00.000,Redfern  Station,Train,Entry,571576
2024-11-01 00:00:00.000,Redfern  Station,Train,Exit,608866
2024-11-01 00:00:00.000,Regents Park  Station,Train,Entry,34073
2024-11-01 00:00:00.000,Regents Park  Station,Train,Exit,31793
2024-11-01 00:00:00.000,Revesby  Station,Train,Entry,121443
2024-11-01 00:00:00.000,Revesby  Station,Train,Exit,119391
2024-11-01 00:00:00.000,Rhodes  Station,Train,Entry,221227
2024-11-01 00:00:00.000,Rhodes  Station,Train,Exit,217800
2024-11-01 00:00:00.000,Richmond  Station,Train,Entry,16167
2024-11-01 00:00:00.000,Richmond  Station,Train,Exit,14621
2024-11-01 00:00:00.000,Riverstone  Station,Train,Entry,28086
2024-11-01 00:00:00.000,Riverstone  Station,Train,Exit,25388
2024-11-01 00:00:00.000,Riverwood  Station,Train,Entry,77805
2024-11-01 00:00:00.000,Riverwood  Station,Train,Exit,72834
2024-11-01 00:00:00.000,Rockdale  Station,Train,Entry,242250
2024-11-01 00:00:00.000,Rockdale  Station,Train,Exit,232958
2024-11-01 00:00:00.000,Rooty Hill  Station,Train,Entry,84489
2024-11-01 00:00:00.000,Rooty Hill  Station,Train,Exit,79577
2024-11-01 00:00:00.000,Roseville  Station,Train,Entry,65221
2024-11-01 00:00:00.000,Roseville  Station,Train,Exit,61181
2024-11-01 00:00:00.000,Rouse Hill  Station,Metro,Entry,115174
2024-11-01 00:00:00.000,Rouse Hill  Station,Metro,Exit,120260
2024-11-01 00:00:00.000,Rydal  Station,Train,Entry,Less than 50
2024-11-01 00:00:00.000,Rydal  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Sandgate  Station,Train,Entry,402
2024-11-01 00:00:00.000,Sandgate  Station,Train,Exit,313
2024-11-01 00:00:00.000,Scarborough  Station,Train,Entry,429
2024-11-01 00:00:00.000,Scarborough  Station,Train,Exit,467
2024-11-01 00:00:00.000,Schofields  Station,Train,Entry,96637
2024-11-01 00:00:00.000,Schofields  Station,Train,Exit,90971
2024-11-01 00:00:00.000,Scone  Station,Train,Entry,367
2024-11-01 00:00:00.000,Scone  Station,Train,Exit,289
2024-11-01 00:00:00.000,Sefton  Station,Train,Entry,18822
2024-11-01 00:00:00.000,Sefton  Station,Train,Exit,16949
2024-11-01 00:00:00.000,Seven Hills  Station,Train,Entry,135265
2024-11-01 00:00:00.000,Seven Hills  Station,Train,Exit,128162
2024-11-01 00:00:00.000,Shellharbour Junction  Station,Train,Entry,4413
2024-11-01 00:00:00.000,Shellharbour Junction  Station,Train,Exit,3764
2024-11-01 00:00:00.000,Singleton  Station,Train,Entry,671
2024-11-01 00:00:00.000,Singleton  Station,Train,Exit,584
2024-11-01 00:00:00.000,Springwood  Station,Train,Entry,21032
2024-11-01 00:00:00.000,Springwood  Station,Train,Exit,20632
2024-11-01 00:00:00.000,St James  Station,Train,Entry,183179
2024-11-01 00:00:00.000,St James  Station,Train,Exit,204664
2024-11-01 00:00:00.000,St Leonards  Station,Train,Entry,251825
2024-11-01 00:00:00.000,St Leonards  Station,Train,Exit,251292
2024-11-01 00:00:00.000,St Marys  Station,Train,Entry,102277
2024-11-01 00:00:00.000,St Marys  Station,Train,Exit,98643
2024-11-01 00:00:00.000,St Peters  Station,Train,Entry,69716
2024-11-01 00:00:00.000,St Peters  Station,Train,Exit,61122
2024-11-01 00:00:00.000,Stanmore  Station,Train,Entry,74366
2024-11-01 00:00:00.000,Stanmore  Station,Train,Exit,67827
2024-11-01 00:00:00.000,Stanwell Park  Station,Train,Entry,1458
2024-11-01 00:00:00.000,Stanwell Park  Station,Train,Exit,1475
2024-11-01 00:00:00.000,Strathfield  Station,Train,Entry,625126
2024-11-01 00:00:00.000,Strathfield  Station,Train,Exit,608437
2024-11-01 00:00:00.000,Summer Hill  Station,Train,Entry,81280
2024-11-01 00:00:00.000,Summer Hill  Station,Train,Exit,76120
2024-11-01 00:00:00.000,Sutherland  Station,Train,Entry,151849
2024-11-01 00:00:00.000,Sutherland  Station,Train,Exit,149833
2024-11-01 00:00:00.000,Sydenham  Station,Metro Shared,Entry,488280
2024-11-01 00:00:00.000,Sydenham  Station,Metro Shared,Exit,475166
2024-11-01 00:00:00.000,Tahmoor  Station,Train,Entry,3243
2024-11-01 00:00:00.000,Tahmoor  Station,Train,Exit,2841
2024-11-01 00:00:00.000,Tallawong  Station,Metro,Entry,165918
2024-11-01 00:00:00.000,Tallawong  Station,Metro,Exit,153907
2024-11-01 00:00:00.000,Tallong  Station,Train,Entry,Less than 50
2024-11-01 00:00:00.000,Tallong  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Tarana  Station,Train,Entry,111
2024-11-01 00:00:00.000,Tarana  Station,Train,Exit,86
2024-11-01 00:00:00.000,Tarro  Station,Train,Entry,117
2024-11-01 00:00:00.000,Tarro  Station,Train,Exit,96
2024-11-01 00:00:00.000,Tascott  Station,Train,Entry,2125
2024-11-01 00:00:00.000,Tascott  Station,Train,Exit,1708
2024-11-01 00:00:00.000,Telarah  Station,Train,Entry,2783
2024-11-01 00:00:00.000,Telarah  Station,Train,Exit,2392
2024-11-01 00:00:00.000,Tempe  Station,Train,Entry,33848
2024-11-01 00:00:00.000,Tempe  Station,Train,Exit,32258
2024-11-01 00:00:00.000,Teralba  Station,Train,Entry,1143
2024-11-01 00:00:00.000,Teralba  Station,Train,Exit,991
2024-11-01 00:00:00.000,Thirroul  Station,Train,Entry,22326
2024-11-01 00:00:00.000,Thirroul  Station,Train,Exit,20935
2024-11-01 00:00:00.000,Thornleigh  Station,Train,Entry,36157
2024-11-01 00:00:00.000,Thornleigh  Station,Train,Exit,34433
2024-11-01 00:00:00.000,Thornton  Station,Train,Entry,5403
2024-11-01 00:00:00.000,Thornton  Station,Train,Exit,4839
2024-11-01 00:00:00.000,Toongabbie  Station,Train,Entry,67154
2024-11-01 00:00:00.000,Toongabbie  Station,Train,Exit,63330
2024-11-01 00:00:00.000,Town Hall  Station,Train,Entry,1925719
2024-11-01 00:00:00.000,Town Hall  Station,Train,Exit,1840600
2024-11-01 00:00:00.000,Towradgi  Station,Train,Entry,1792
2024-11-01 00:00:00.000,Towradgi  Station,Train,Exit,1482
2024-11-01 00:00:00.000,Tuggerah  Station,Train,Entry,23984
2024-11-01 00:00:00.000,Tuggerah  Station,Train,Exit,22982
2024-11-01 00:00:00.000,Turramurra  Station,Train,Entry,82872
2024-11-01 00:00:00.000,Turramurra  Station,Train,Exit,78027
2024-11-01 00:00:00.000,Turrella  Station,Train,Entry,25607
2024-11-01 00:00:00.000,Turrella  Station,Train,Exit,22937
2024-11-01 00:00:00.000,Unanderra  Station,Train,Entry,9248
2024-11-01 00:00:00.000,Unanderra  Station,Train,Exit,8408
2024-11-01 00:00:00.000,Valley Heights  Station,Train,Entry,1227
2024-11-01 00:00:00.000,Valley Heights  Station,Train,Exit,1011
2024-11-01 00:00:00.000,Victoria Cross  Station,Metro,Entry,365528
2024-11-01 00:00:00.000,Victoria Cross  Station,Metro,Exit,358340
2024-11-01 00:00:00.000,Victoria Street  Station,Train,Entry,6361
2024-11-01 00:00:00.000,Victoria Street  Station,Train,Exit,5832
2024-11-01 00:00:00.000,Villawood  Station,Train,Entry,11247
2024-11-01 00:00:00.000,Villawood  Station,Train,Exit,10991
2024-11-01 00:00:00.000,Vineyard  Station,Train,Entry,3615
2024-11-01 00:00:00.000,Vineyard  Station,Train,Exit,3492
2024-11-01 00:00:00.000,Wahroonga  Station,Train,Entry,43275
2024-11-01 00:00:00.000,Wahroonga  Station,Train,Exit,40780
2024-11-01 00:00:00.000,Waitara  Station,Train,Entry,66391
2024-11-01 00:00:00.000,Waitara  Station,Train,Exit,61173
2024-11-01 00:00:00.000,Wallarobba  Station,Train,Entry,Less than 50
2024-11-01 00:00:00.000,Wallarobba  Station,Train,Exit,Less than 50
2024-11-01 00:00:00.000,Warabrook  Station,Train,Entry,3304
2024-11-01 00:00:00.000,Warabrook  Station,Train,Exit,3249
2024-11-01 00:00:00.000,Waratah  Station,Train,Entry,4002
2024-11-01 00:00:00.000,Waratah  Station,Train,Exit,3906
2024-11-01 00:00:00.000,Warnervale  Station,Train,Entry,5236
2024-11-01 00:00:00.000,Warnervale  Station,Train,Exit,4601
2024-11-01 00:00:00.000,Warrawee  Station,Train,Entry,20937
2024-11-01 00:00:00.000,Warrawee  Station,Train,Exit,18724
2024-11-01 00:00:00.000,Warrimoo  Station,Train,Entry,2439
2024-11-01 00:00:00.000,Warrimoo  Station,Train,Exit,2297
2024-11-01 00:00:00.000,Warwick Farm  Station,Train,Entry,53621
2024-11-01 00:00:00.000,Warwick Farm  Station,Train,Exit,48882
2024-11-01 00:00:00.000,Waterfall  Station,Train,Entry,8896
2024-11-01 00:00:00.000,Waterfall  Station,Train,Exit,8870
2024-11-01 00:00:00.000,Waterloo  Station,Metro,Entry,135096
2024-11-01 00:00:00.000,Waterloo  Station,Metro,Exit,130477
2024-11-01 00:00:00.000,Waverton  Station,Train,Entry,45434
2024-11-01 00:00:00.000,Waverton  Station,Train,Exit,39862
