station,date,entry_exit,trips
Sefton Station,2020-02-01,exit,15440
Sefton Station,2020-03-01,entry,14960
Sefton Station,2020-03-01,exit,12640
Sefton Station,2020-04-01,entry,4540
Sefton Station,2020-04-01,exit,4250
Sefton Station,2020-05-01,entry,6560
Sefton Station,2020-05-01,exit,6070
Sefton Station,2020-06-01,entry,12120
Sefton Station,2020-06-01,exit,9850
Sefton Station,2020-07-01,entry,11550
Sefton Station,2020-07-01,exit,9890
Sefton Station,2020-08-01,entry,11620
Sefton Station,2020-08-01,exit,9860
Sefton Station,2020-09-01,entry,12340
Sefton Station,2020-09-01,exit,10330
Sefton Station,2020-10-01,entry,11590
Sefton Station,2020-10-01,exit,9810
Sefton Station,2020-11-01,entry,12460
Sefton Station,2020-11-01,exit,10160
Sefton Station,2020-12-01,entry,11290
Sefton Station,2020-12-01,exit,9850
Sefton Station,2021-01-01,entry,8210
Sefton Station,2021-01-01,exit,7430
Sefton Station,2021-02-01,entry,12840
Sefton Station,2021-02-01,exit,10410
Sefton Station,2021-03-01,entry,14250
Sefton Station,2021-03-01,exit,11840
Sefton Station,2021-04-01,entry,12610
Sefton Station,2021-04-01,exit,10860
Sefton Station,2021-05-01,entry,14010
Sefton Station,2021-05-01,exit,11380
Sefton Station,2021-06-01,entry,12250
Sefton Station,2021-06-01,exit,10100
Sefton Station,2021-07-01,entry,3630
Sefton Station,2021-07-01,exit,3380
Sefton Station,2021-08-01,entry,2660
Sefton Station,2021-08-01,exit,2430
Sefton Station,2021-09-01,entry,2870
Sefton Station,2021-09-01,exit,2560
Sefton Station,2021-10-01,entry,6120
Sefton Station,2021-10-01,exit,5410
Sefton Station,2021-11-01,entry,10360
Sefton Station,2021-11-01,exit,8350
Sefton Station,2021-12-01,entry,9370
Sefton Station,2021-12-01,exit,7790
Sefton Station,2022-01-01,entry,5990
Sefton Station,2022-01-01,exit,5450
Sefton Station,2022-02-01,entry,9120
Sefton Station,2022-02-01,exit,7530
Sefton Station,2022-03-01,entry,10440
Sefton Station,2022-03-01,exit,8550
Sefton Station,2022-04-01,entry,10240
Sefton Station,2022-04-01,exit,8720
Sefton Station,2022-05-01,entry,11680
Sefton Station,2022-05-01,exit,9480
Sefton Station,2022-06-01,entry,12540
Sefton Station,2022-06-01,exit,10370
Sefton Station,2022-07-01,entry,10740
Sefton Station,2022-07-01,exit,9030
Sefton Station,2022-08-01,entry,11690
Sefton Station,2022-08-01,exit,9240
Sefton Station,2022-09-01,entry,11450
Sefton Station,2022-09-01,exit,9400
Sefton Station,2022-10-01,entry,12010
Sefton Station,2022-10-01,exit,10050
Sefton Station,2022-11-01,entry,9690
Sefton Station,2022-11-01,exit,7970
Sefton Station,2022-12-01,entry,11160
Sefton Station,2022-12-01,exit,9470
Sefton Station,2023-01-01,entry,9870
Sefton Station,2023-01-01,exit,8890
Sefton Station,2023-02-01,entry,13970
Sefton Station,2023-02-01,exit,11550
Sefton Station,2023-03-01,entry,15850
Sefton Station,2023-03-01,exit,13170
Sefton Station,2023-04-01,entry,11720
Sefton Station,2023-04-01,exit,10270
Sefton Station,2023-05-01,entry,15690
Sefton Station,2023-05-01,exit,13130
Sefton Station,2023-06-01,entry,15160
Sefton Station,2023-06-01,exit,12760
Sefton Station,2023-07-01,entry,14720
Sefton Station,2023-07-01,exit,12790
Sefton Station,2023-08-01,entry,17550
Sefton Station,2023-08-01,exit,14810
Sefton Station,2023-09-01,entry,15860
Sefton Station,2023-09-01,exit,13940
Sefton Station,2023-10-01,entry,16240
Sefton Station,2023-10-01,exit,13910
Sefton Station,2023-11-01,entry,15880
Sefton Station,2023-11-01,exit,13570
Sefton Station,2023-12-01,entry,11340
Sefton Station,2023-12-01,exit,9880
Sefton Station,2024-01-01,entry,11810
Sefton Station,2024-01-01,exit,11190
Sefton Station,2024-02-01,entry,16120
Sefton Station,2024-02-01,exit,13750
Sefton Station,2024-03-01,entry,16800
Sefton Station,2024-03-01,exit,14480
Sefton Station,2024-04-01,entry,14630
Sefton Station,2024-04-01,exit,13140
Sefton Station,2024-05-01,entry,17660
Sefton Station,2024-05-01,exit,14760
Sefton Station,2024-06-01,entry,15340
Sefton Station,2024-06-01,exit,13110
Sefton Station,2024-10-01,entry,20284
Sefton Station,2024-10-01,exit,18796
Sefton Station,2024-11-01,entry,18822
Sefton Station,2024-11-01,exit,16949
Sefton Station,2024-12-01,entry,15455
Sefton Station,2024-12-01,exit,13915
Sefton Station,2025-01-01,entry,13618
Sefton Station,2025-01-01,exit,12722
Sefton Station,2025-02-01,entry,17110
Sefton Station,2025-02-01,exit,15537
Sefton Station,2025-03-01,entry,20221
Sefton Station,2025-03-01,exit,17878
Sefton Station,2025-04-01,entry,19058
Sefton Station,2025-04-01,exit,17291
Sefton Station,2025-05-01,entry,19497
Sefton Station,2025-05-01,exit,17045
Sefton Station,2025-06-01,entry,19967
Sefton Station,2025-06-01,exit,18036
Sefton Station,2025-07-01,entry,19174
Sefton Station,2025-07-01,exit,17363
Sefton Station,2025-08-01,entry,20471
Sefton Station,2025-08-01,exit,17909
Sefton Station,2025-09-01,entry,19977
Sefton Station,2025-09-01,exit,17639
Seven Hills Station,2016-07-01,entry,130560
Seven Hills Station,2016-07-01,exit,126270
Seven Hills Station,2016-08-01,entry,161880
Seven Hills Station,2016-08-01,exit,156910
Seven Hills Station,2016-09-01,entry,152820
Seven Hills Station,2016-09-01,exit,148480
Seven Hills Station,2016-10-01,entry,147750
Seven Hills Station,2016-10-01,exit,144130
Seven Hills Station,2016-11-01,entry,148800
Seven Hills Station,2016-11-01,exit,143810
Seven Hills Station,2016-12-01,entry,134340
Seven Hills Station,2016-12-01,exit,127370
Seven Hills Station,2017-01-01,entry,122140
Seven Hills Station,2017-01-01,exit,120380
Seven Hills Station,2017-02-01,entry,140430
Seven Hills Station,2017-02-01,exit,135410
Seven Hills Station,2017-03-01,entry,173680
Seven Hills Station,2017-03-01,exit,167090
Seven Hills Station,2017-04-01,entry,139280
Seven Hills Station,2017-04-01,exit,134230
Seven Hills Station,2017-05-01,entry,170220
Seven Hills Station,2017-05-01,exit,164420
Seven Hills Station,2017-06-01,entry,158390
Seven Hills Station,2017-06-01,exit,152690
Seven Hills Station,2017-07-01,entry,151970
Seven Hills Station,2017-07-01,exit,147810
Seven Hills Station,2017-08-01,entry,166810
Seven Hills Station,2017-08-01,exit,161420
Seven Hills Station,2017-09-01,entry,158950
Seven Hills Station,2017-09-01,exit,154670
Seven Hills Station,2017-10-01,entry,162900
Seven Hills Station,2017-10-01,exit,157550
Seven Hills Station,2017-11-01,entry,165680
Seven Hills Station,2017-11-01,exit,159810
Seven Hills Station,2017-12-01,entry,135940
Seven Hills Station,2017-12-01,exit,127960
Seven Hills Station,2018-01-01,entry,135320
Seven Hills Station,2018-01-01,exit,132590
Seven Hills Station,2018-02-01,entry,153990
Seven Hills Station,2018-02-01,exit,147390
Seven Hills Station,2018-03-01,entry,180980
Seven Hills Station,2018-03-01,exit,172290
Seven Hills Station,2018-04-01,entry,154930
Seven Hills Station,2018-04-01,exit,148060
Seven Hills Station,2018-05-01,entry,192770
Seven Hills Station,2018-05-01,exit,183750
Seven Hills Station,2018-06-01,entry,172080
Seven Hills Station,2018-06-01,exit,164330
Seven Hills Station,2018-07-01,entry,168360
Seven Hills Station,2018-07-01,exit,161930
Seven Hills Station,2018-08-01,entry,192170
Seven Hills Station,2018-08-01,exit,183080
Seven Hills Station,2018-09-01,entry,173740
Seven Hills Station,2018-09-01,exit,165970
Seven Hills Station,2018-10-01,entry,183730
Seven Hills Station,2018-10-01,exit,176860
Seven Hills Station,2018-11-01,entry,184620
Seven Hills Station,2018-11-01,exit,175920
Seven Hills Station,2018-12-01,entry,152430
Seven Hills Station,2018-12-01,exit,142990
Seven Hills Station,2019-01-01,entry,155300
Seven Hills Station,2019-01-01,exit,150670
Seven Hills Station,2019-02-01,entry,166400
Seven Hills Station,2019-02-01,exit,158540
Seven Hills Station,2019-03-01,entry,198010
Seven Hills Station,2019-03-01,exit,188260
Seven Hills Station,2019-04-01,entry,176390
Seven Hills Station,2019-04-01,exit,167320
Seven Hills Station,2019-05-01,entry,200820
Seven Hills Station,2019-05-01,exit,191830
Seven Hills Station,2019-06-01,entry,168670
Seven Hills Station,2019-06-01,exit,162170
Seven Hills Station,2019-07-01,entry,182240
Seven Hills Station,2019-07-01,exit,174860
Seven Hills Station,2019-08-01,entry,182420
Seven Hills Station,2019-08-01,exit,174530
Seven Hills Station,2019-09-01,entry,178780
Seven Hills Station,2019-09-01,exit,170850
Seven Hills Station,2019-10-01,entry,185300
Seven Hills Station,2019-10-01,exit,176960
Seven Hills Station,2019-11-01,entry,174810
Seven Hills Station,2019-11-01,exit,166230
Seven Hills Station,2019-12-01,entry,152510
Seven Hills Station,2019-12-01,exit,143990
Seven Hills Station,2020-01-01,entry,143680
Seven Hills Station,2020-01-01,exit,139150
Seven Hills Station,2020-02-01,entry,161460
Seven Hills Station,2020-02-01,exit,152920
Seven Hills Station,2020-03-01,entry,126900
Seven Hills Station,2020-03-01,exit,121850
Seven Hills Station,2020-04-01,entry,34640
Seven Hills Station,2020-04-01,exit,33500
Seven Hills Station,2020-05-01,entry,51340
Seven Hills Station,2020-05-01,exit,49350
Seven Hills Station,2020-06-01,entry,73850
Seven Hills Station,2020-06-01,exit,69350
Seven Hills Station,2020-07-01,entry,79870
Seven Hills Station,2020-07-01,exit,76810
Seven Hills Station,2020-08-01,entry,75490
Seven Hills Station,2020-08-01,exit,71680
Seven Hills Station,2020-09-01,entry,81690
Seven Hills Station,2020-09-01,exit,78020
Seven Hills Station,2020-10-01,entry,85900
Seven Hills Station,2020-10-01,exit,82360
Seven Hills Station,2020-11-01,entry,86420
Seven Hills Station,2020-11-01,exit,82490
Seven Hills Station,2020-12-01,entry,82750
Seven Hills Station,2020-12-01,exit,79490
Seven Hills Station,2021-01-01,entry,67130
Seven Hills Station,2021-01-01,exit,65690
Seven Hills Station,2021-02-01,entry,92680
Seven Hills Station,2021-02-01,exit,88890
Seven Hills Station,2021-03-01,entry,109810
Seven Hills Station,2021-03-01,exit,105560
Seven Hills Station,2021-04-01,entry,109960
Seven Hills Station,2021-04-01,exit,105090
Seven Hills Station,2021-05-01,entry,113410
Seven Hills Station,2021-05-01,exit,107020
Seven Hills Station,2021-06-01,entry,96740
Seven Hills Station,2021-06-01,exit,91470
Seven Hills Station,2021-07-01,entry,33610
Seven Hills Station,2021-07-01,exit,32530
Seven Hills Station,2021-08-01,entry,22590
Seven Hills Station,2021-08-01,exit,22290
Seven Hills Station,2021-09-01,entry,25890
Seven Hills Station,2021-09-01,exit,25450
Seven Hills Station,2021-10-01,entry,48200
Seven Hills Station,2021-10-01,exit,46560
Seven Hills Station,2021-11-01,entry,77510
Seven Hills Station,2021-11-01,exit,74170
Seven Hills Station,2021-12-01,entry,70490
Seven Hills Station,2021-12-01,exit,67140
Seven Hills Station,2022-01-01,entry,48790
Seven Hills Station,2022-01-01,exit,48140
Seven Hills Station,2022-02-01,entry,66350
Seven Hills Station,2022-02-01,exit,63620
Seven Hills Station,2022-03-01,entry,86910
Seven Hills Station,2022-03-01,exit,83020
Seven Hills Station,2022-04-01,entry,87640
Seven Hills Station,2022-04-01,exit,82510
Seven Hills Station,2022-05-01,entry,104640
Seven Hills Station,2022-05-01,exit,99290
Seven Hills Station,2022-06-01,entry,105390
Seven Hills Station,2022-06-01,exit,99580
Seven Hills Station,2022-07-01,entry,89060
Seven Hills Station,2022-07-01,exit,85150
Seven Hills Station,2022-08-01,entry,101380
Seven Hills Station,2022-08-01,exit,91960
Seven Hills Station,2022-09-01,entry,100870
Seven Hills Station,2022-09-01,exit,92610
Seven Hills Station,2022-10-01,entry,106910
Seven Hills Station,2022-10-01,exit,100140
Seven Hills Station,2022-11-01,entry,89240
Seven Hills Station,2022-11-01,exit,84290
Seven Hills Station,2022-12-01,entry,95760
Seven Hills Station,2022-12-01,exit,90240
Seven Hills Station,2023-01-01,entry,93330
Seven Hills Station,2023-01-01,exit,90880
Seven Hills Station,2023-02-01,entry,114440
Seven Hills Station,2023-02-01,exit,109340
Seven Hills Station,2023-03-01,entry,132790
Seven Hills Station,2023-03-01,exit,127970
Seven Hills Station,2023-04-01,entry,104680
Seven Hills Station,2023-04-01,exit,101310
Seven Hills Station,2023-05-01,entry,137590
Seven Hills Station,2023-05-01,exit,132990
Seven Hills Station,2023-06-01,entry,130280
Seven Hills Station,2023-06-01,exit,124940
Seven Hills Station,2023-07-01,entry,122460
Seven Hills Station,2023-07-01,exit,118550
Seven Hills Station,2023-08-01,entry,149010
Seven Hills Station,2023-08-01,exit,142370
Seven Hills Station,2023-09-01,entry,135210
Seven Hills Station,2023-09-01,exit,129350
Seven Hills Station,2023-10-01,entry,140820
Seven Hills Station,2023-10-01,exit,135100
Seven Hills Station,2023-11-01,entry,132600
Seven Hills Station,2023-11-01,exit,126710
Seven Hills Station,2023-12-01,entry,118690
Seven Hills Station,2023-12-01,exit,110920
Seven Hills Station,2024-01-01,entry,113970
Seven Hills Station,2024-01-01,exit,110650
Seven Hills Station,2024-02-01,entry,140630
Seven Hills Station,2024-02-01,exit,133760
Seven Hills Station,2024-03-01,entry,153620
Seven Hills Station,2024-03-01,exit,145740
Seven Hills Station,2024-04-01,entry,132930
Seven Hills Station,2024-04-01,exit,125880
Seven Hills Station,2024-05-01,entry,151790
Seven Hills Station,2024-05-01,exit,143020
Seven Hills Station,2024-06-01,entry,135990
Seven Hills Station,2024-06-01,exit,128740
Seven Hills Station,2024-10-01,entry,145937
Seven Hills Station,2024-10-01,exit,138777
Seven Hills Station,2024-11-01,entry,135265
Seven Hills Station,2024-11-01,exit,128162
Seven Hills Station,2024-12-01,entry,113413
Seven Hills Station,2024-12-01,exit,107299
Seven Hills Station,2025-01-01,entry,99913
Seven Hills Station,2025-01-01,exit,95916
Seven Hills Station,2025-02-01,entry,117771
Seven Hills Station,2025-02-01,exit,111552
Seven Hills Station,2025-03-01,entry,141955
Seven Hills Station,2025-03-01,exit,134520
Seven Hills Station,2025-04-01,entry,131276
Seven Hills Station,2025-04-01,exit,124623
Seven Hills Station,2025-05-01,entry,136468
Seven Hills Station,2025-05-01,exit,126870
Seven Hills Station,2025-06-01,entry,127966
Seven Hills Station,2025-06-01,exit,121794
Seven Hills Station,2025-07-01,entry,129986
Seven Hills Station,2025-07-01,exit,124071
Seven Hills Station,2025-08-01,entry,135385
Seven Hills Station,2025-08-01,exit,129285
Seven Hills Station,2025-09-01,entry,129095
Seven Hills Station,2025-09-01,exit,122105
St James Station,2016-07-01,entry,266080
St James Station,2016-07-01,exit,279470
St James Station,2016-08-01,entry,270600
St James Station,2016-08-01,exit,281860
St James Station,2016-09-01,entry,271290
St James Station,2016-09-01,exit,281140
St James Station,2016-10-01,entry,286120
St James Station,2016-10-01,exit,298410
St James Station,2016-11-01,entry,269380
St James Station,2016-11-01,exit,271450
St James Station,2016-12-01,entry,300200
St James Station,2016-12-01,exit,323510
St James Station,2017-01-01,entry,264110
St James Station,2017-01-01,exit,263540
St James Station,2017-02-01,entry,255180
St James Station,2017-02-01,exit,261740
St James Station,2017-03-01,entry,284350
St James Station,2017-03-01,exit,293750
St James Station,2017-04-01,entry,251100
St James Station,2017-04-01,exit,266300
St James Station,2017-05-01,entry,295790
St James Station,2017-05-01,exit,309050
St James Station,2017-06-01,entry,283480
St James Station,2017-06-01,exit,302260
St James Station,2017-07-01,entry,271060
St James Station,2017-07-01,exit,279030
St James Station,2017-08-01,entry,285620
St James Station,2017-08-01,exit,295730
St James Station,2017-09-01,entry,277220
St James Station,2017-09-01,exit,286950
St James Station,2017-10-01,entry,309820
St James Station,2017-10-01,exit,315490
St James Station,2017-11-01,entry,309790
St James Station,2017-11-01,exit,319830
St James Station,2017-12-01,entry,320460
St James Station,2017-12-01,exit,325500
St James Station,2018-01-01,entry,278710
St James Station,2018-01-01,exit,268820
St James Station,2018-02-01,entry,250300
St James Station,2018-02-01,exit,253830
St James Station,2018-03-01,entry,298020
St James Station,2018-03-01,exit,306020
St James Station,2018-04-01,entry,261060
St James Station,2018-04-01,exit,266210
St James Station,2018-05-01,entry,303400
St James Station,2018-05-01,exit,325550
St James Station,2018-06-01,entry,284350
St James Station,2018-06-01,exit,299840
St James Station,2018-07-01,entry,283480
St James Station,2018-07-01,exit,291830
St James Station,2018-08-01,entry,297680
St James Station,2018-08-01,exit,305190
St James Station,2018-09-01,entry,279390
St James Station,2018-09-01,exit,283470
St James Station,2018-10-01,entry,305340
St James Station,2018-10-01,exit,307880
St James Station,2018-11-01,entry,300340
St James Station,2018-11-01,exit,313630
St James Station,2018-12-01,entry,305250
St James Station,2018-12-01,exit,313240
St James Station,2019-01-01,entry,281520
St James Station,2019-01-01,exit,275970
St James Station,2019-02-01,entry,270250
St James Station,2019-02-01,exit,285570
St James Station,2019-03-01,entry,296100
St James Station,2019-03-01,exit,306710
St James Station,2019-04-01,entry,266250
St James Station,2019-04-01,exit,269750
St James Station,2019-05-01,entry,285040
St James Station,2019-05-01,exit,301280
St James Station,2019-06-01,entry,266440
St James Station,2019-06-01,exit,284470
St James Station,2019-07-01,entry,286450
St James Station,2019-07-01,exit,292880
St James Station,2019-08-01,entry,273060
St James Station,2019-08-01,exit,287790
St James Station,2019-09-01,entry,270880
St James Station,2019-09-01,exit,281770
St James Station,2019-10-01,entry,293750
St James Station,2019-10-01,exit,301530
St James Station,2019-11-01,entry,280800
St James Station,2019-11-01,exit,295910
St James Station,2019-12-01,entry,286950
St James Station,2019-12-01,exit,301660
St James Station,2020-01-01,entry,257190
St James Station,2020-01-01,exit,254280
St James Station,2020-02-01,entry,245730
St James Station,2020-02-01,exit,256190
St James Station,2020-03-01,entry,167770
St James Station,2020-03-01,exit,171770
St James Station,2020-04-01,entry,31740
St James Station,2020-04-01,exit,30540
St James Station,2020-05-01,entry,57950
St James Station,2020-05-01,exit,58170
St James Station,2020-06-01,entry,95330
St James Station,2020-06-01,exit,94290
St James Station,2020-07-01,entry,105880
St James Station,2020-07-01,exit,104300
St James Station,2020-08-01,entry,91010
St James Station,2020-08-01,exit,92570
St James Station,2020-09-01,entry,104780
St James Station,2020-09-01,exit,108020
St James Station,2020-10-01,entry,114240
St James Station,2020-10-01,exit,115440
St James Station,2020-11-01,entry,126860
St James Station,2020-11-01,exit,132270
St James Station,2020-12-01,entry,126330
St James Station,2020-12-01,exit,131950
St James Station,2021-01-01,entry,99000
St James Station,2021-01-01,exit,100510
St James Station,2021-02-01,entry,134380
St James Station,2021-02-01,exit,141880
St James Station,2021-03-01,entry,160630
St James Station,2021-03-01,exit,168560
St James Station,2021-04-01,entry,160070
St James Station,2021-04-01,exit,163700
St James Station,2021-05-01,entry,156500
St James Station,2021-05-01,exit,164920
St James Station,2021-06-01,entry,130530
St James Station,2021-06-01,exit,137240
St James Station,2021-07-01,entry,25980
St James Station,2021-07-01,exit,25120
St James Station,2021-08-01,entry,17070
St James Station,2021-08-01,exit,16240
St James Station,2021-09-01,entry,20890
St James Station,2021-09-01,exit,20060
St James Station,2021-10-01,entry,61020
St James Station,2021-10-01,exit,61050
St James Station,2021-11-01,entry,114240
St James Station,2021-11-01,exit,117130
St James Station,2021-12-01,entry,118930
St James Station,2021-12-01,exit,136420
St James Station,2022-01-01,entry,74840
St James Station,2022-01-01,exit,73790
St James Station,2022-02-01,entry,93580
St James Station,2022-02-01,exit,99360
St James Station,2022-03-01,entry,126700
St James Station,2022-03-01,exit,135830
St James Station,2022-04-01,entry,136850
St James Station,2022-04-01,exit,144850
St James Station,2022-05-01,entry,159590
St James Station,2022-05-01,exit,173500
St James Station,2022-06-01,entry,165590
St James Station,2022-06-01,exit,189650
St James Station,2022-07-01,entry,133910
St James Station,2022-07-01,exit,144770
St James Station,2022-08-01,entry,126670
St James Station,2022-08-01,exit,147740
St James Station,2022-09-01,entry,140720
St James Station,2022-09-01,exit,156450
St James Station,2022-10-01,entry,154590
St James Station,2022-10-01,exit,168790
St James Station,2022-11-01,entry,141160
St James Station,2022-11-01,exit,156230
St James Station,2022-12-01,entry,187980
St James Station,2022-12-01,exit,218830
St James Station,2023-01-01,entry,174370
St James Station,2023-01-01,exit,181140
St James Station,2023-02-01,entry,182350
St James Station,2023-02-01,exit,197840
St James Station,2023-03-01,entry,198530
St James Station,2023-03-01,exit,211870
St James Station,2023-04-01,entry,163920
St James Station,2023-04-01,exit,173250
St James Station,2023-05-01,entry,198350
St James Station,2023-05-01,exit,220100
St James Station,2023-06-01,entry,186270
St James Station,2023-06-01,exit,209370
St James Station,2023-07-01,entry,185630
St James Station,2023-07-01,exit,207830
St James Station,2023-08-01,entry,195800
St James Station,2023-08-01,exit,215610
St James Station,2023-09-01,entry,171190
St James Station,2023-09-01,exit,187510
St James Station,2023-10-01,entry,178970
St James Station,2023-10-01,exit,196730
St James Station,2023-11-01,entry,209620
St James Station,2023-11-01,exit,226830
St James Station,2023-12-01,entry,208090
St James Station,2023-12-01,exit,235280
St James Station,2024-01-01,entry,177450
St James Station,2024-01-01,exit,193260
St James Station,2024-02-01,entry,205040
St James Station,2024-02-01,exit,218120
St James Station,2024-03-01,entry,204060
St James Station,2024-03-01,exit,214890
St James Station,2024-04-01,entry,183200
St James Station,2024-04-01,exit,199520
St James Station,2024-05-01,entry,187830
St James Station,2024-05-01,exit,201270
St James Station,2024-06-01,entry,177050
St James Station,2024-06-01,exit,196460
St James Station,2024-10-01,entry,170765
St James Station,2024-10-01,exit,188285
St James Station,2024-11-01,entry,183179
St James Station,2024-11-01,exit,204664
St James Station,2024-12-01,entry,184136
St James Station,2024-12-01,exit,212228
St James Station,2025-01-01,entry,146946
St James Station,2025-01-01,exit,159046
St James Station,2025-02-01,entry,149585
St James Station,2025-02-01,exit,169479
St James Station,2025-03-01,entry,165836
St James Station,2025-03-01,exit,189885
St James Station,2025-04-01,entry,147311
St James Station,2025-04-01,exit,170028
St James Station,2025-05-01,entry,147520
St James Station,2025-05-01,exit,172303
St James Station,2025-06-01,entry,164570
St James Station,2025-06-01,exit,189807
St James Station,2025-07-01,entry,153633
St James Station,2025-07-01,exit,172280
St James Station,2025-08-01,entry,165573
St James Station,2025-08-01,exit,186149
St James Station,2025-09-01,entry,148012
St James Station,2025-09-01,exit,167778
St Leonards Station,2016-07-01,entry,392200
St Leonards Station,2016-07-01,exit,393020
St Leonards Station,2016-08-01,entry,446810
St Leonards Station,2016-08-01,exit,449110
St Leonards Station,2016-09-01,entry,408150
St Leonards Station,2016-09-01,exit,409680
St Leonards Station,2016-10-01,entry,400530
St Leonards Station,2016-10-01,exit,401820
St Leonards Station,2016-11-01,entry,429730
St Leonards Station,2016-11-01,exit,431730
St Leonards Station,2016-12-01,entry,350760
St Leonards Station,2016-12-01,exit,350420
St Leonards Station,2017-01-01,entry,345260
St Leonards Station,2017-01-01,exit,346650
St Leonards Station,2017-02-01,entry,401460
St Leonards Station,2017-02-01,exit,404820
St Leonards Station,2017-03-01,entry,467590
St Leonards Station,2017-03-01,exit,470200
St Leonards Station,2017-04-01,entry,350160
St Leonards Station,2017-04-01,exit,351850
St Leonards Station,2017-05-01,entry,467990
St Leonards Station,2017-05-01,exit,471970
St Leonards Station,2017-06-01,entry,423670
St Leonards Station,2017-06-01,exit,426450
St Leonards Station,2017-07-01,entry,396340
St Leonards Station,2017-07-01,exit,400230
St Leonards Station,2017-08-01,entry,447530
St Leonards Station,2017-08-01,exit,450060
St Leonards Station,2017-09-01,entry,409520
St Leonards Station,2017-09-01,exit,412100
St Leonards Station,2017-10-01,entry,418590
St Leonards Station,2017-10-01,exit,420960
St Leonards Station,2017-11-01,entry,430040
St Leonards Station,2017-11-01,exit,433500
St Leonards Station,2017-12-01,entry,355420
St Leonards Station,2017-12-01,exit,358180
St Leonards Station,2018-01-01,entry,345220
St Leonards Station,2018-01-01,exit,350390
St Leonards Station,2018-02-01,entry,386840
St Leonards Station,2018-02-01,exit,389510
St Leonards Station,2018-03-01,entry,445260
St Leonards Station,2018-03-01,exit,448300
St Leonards Station,2018-04-01,entry,396140
St Leonards Station,2018-04-01,exit,397930
St Leonards Station,2018-05-01,entry,466740
St Leonards Station,2018-05-01,exit,468920
St Leonards Station,2018-06-01,entry,424330
St Leonards Station,2018-06-01,exit,427640
St Leonards Station,2018-07-01,entry,437990
St Leonards Station,2018-07-01,exit,441010
St Leonards Station,2018-08-01,entry,461910
St Leonards Station,2018-08-01,exit,464580
St Leonards Station,2018-09-01,entry,423840
St Leonards Station,2018-09-01,exit,425200
St Leonards Station,2018-10-01,entry,497070
St Leonards Station,2018-10-01,exit,495530
St Leonards Station,2018-11-01,entry,502730
St Leonards Station,2018-11-01,exit,503870
St Leonards Station,2018-12-01,entry,394880
St Leonards Station,2018-12-01,exit,393490
St Leonards Station,2019-01-01,entry,388530
St Leonards Station,2019-01-01,exit,389510
St Leonards Station,2019-02-01,entry,473480
St Leonards Station,2019-02-01,exit,470140
St Leonards Station,2019-03-01,entry,523840
St Leonards Station,2019-03-01,exit,522310
St Leonards Station,2019-04-01,entry,458210
St Leonards Station,2019-04-01,exit,457860
St Leonards Station,2019-05-01,entry,559630
St Leonards Station,2019-05-01,exit,558290
St Leonards Station,2019-06-01,entry,426670
St Leonards Station,2019-06-01,exit,430370
St Leonards Station,2019-07-01,entry,471620
St Leonards Station,2019-07-01,exit,476270
St Leonards Station,2019-08-01,entry,471340
St Leonards Station,2019-08-01,exit,474890
St Leonards Station,2019-09-01,entry,449110
St Leonards Station,2019-09-01,exit,453190
St Leonards Station,2019-10-01,entry,472960
St Leonards Station,2019-10-01,exit,476470
St Leonards Station,2019-11-01,entry,455700
St Leonards Station,2019-11-01,exit,459630
St Leonards Station,2019-12-01,entry,387520
St Leonards Station,2019-12-01,exit,389360
St Leonards Station,2020-01-01,entry,389830
St Leonards Station,2020-01-01,exit,393320
St Leonards Station,2020-02-01,entry,424650
St Leonards Station,2020-02-01,exit,425830
St Leonards Station,2020-03-01,entry,301460
St Leonards Station,2020-03-01,exit,304760
St Leonards Station,2020-04-01,entry,85720
St Leonards Station,2020-04-01,exit,87650
St Leonards Station,2020-05-01,entry,117170
St Leonards Station,2020-05-01,exit,119570
St Leonards Station,2020-06-01,entry,183830
St Leonards Station,2020-06-01,exit,185230
St Leonards Station,2020-07-01,entry,203720
St Leonards Station,2020-07-01,exit,206230
St Leonards Station,2020-08-01,entry,201540
St Leonards Station,2020-08-01,exit,204010
St Leonards Station,2020-09-01,entry,220680
St Leonards Station,2020-09-01,exit,224040
St Leonards Station,2020-10-01,entry,221350
St Leonards Station,2020-10-01,exit,223630
St Leonards Station,2020-11-01,entry,248320
St Leonards Station,2020-11-01,exit,250350
St Leonards Station,2020-12-01,entry,221240
St Leonards Station,2020-12-01,exit,223050
St Leonards Station,2021-01-01,entry,170570
St Leonards Station,2021-01-01,exit,173780
St Leonards Station,2021-02-01,entry,271490
St Leonards Station,2021-02-01,exit,271840
St Leonards Station,2021-03-01,entry,312110
St Leonards Station,2021-03-01,exit,312920
St Leonards Station,2021-04-01,entry,290490
St Leonards Station,2021-04-01,exit,291650
St Leonards Station,2021-05-01,entry,323080
St Leonards Station,2021-05-01,exit,323580
St Leonards Station,2021-06-01,entry,264040
St Leonards Station,2021-06-01,exit,263310
St Leonards Station,2021-07-01,entry,84490
St Leonards Station,2021-07-01,exit,84670
St Leonards Station,2021-08-01,entry,78010
St Leonards Station,2021-08-01,exit,78600
St Leonards Station,2021-09-01,entry,79730
St Leonards Station,2021-09-01,exit,80510
St Leonards Station,2021-10-01,entry,135850
St Leonards Station,2021-10-01,exit,136980
St Leonards Station,2021-11-01,entry,211580
St Leonards Station,2021-11-01,exit,211370
St Leonards Station,2021-12-01,entry,183810
