station,date,trips
Green Square Station,2020-12-01,302200
Green Square Station,2021-01-01,275160
Green Square Station,2021-02-01,327570
Green Square Station,2021-03-01,392860
Green Square Station,2021-04-01,389210
Green Square Station,2021-05-01,394440
Green Square Station,2021-06-01,341910
Green Square Station,2021-07-01,114200
Green Square Station,2021-08-01,98350
Green Square Station,2021-09-01,106400
Green Square Station,2021-10-01,198270
Green Square Station,2021-11-01,286880
Green Square Station,2021-12-01,286650
Green Square Station,2022-01-01,219430
Green Square Station,2022-02-01,236710
Green Square Station,2022-03-01,311110
Green Square Station,2022-04-01,335060
Green Square Station,2022-05-01,400440
Green Square Station,2022-06-01,418120
Green Square Station,2022-07-01,365380
Green Square Station,2022-08-01,369800
Green Square Station,2022-09-01,393350
Green Square Station,2022-10-01,431860
Green Square Station,2022-11-01,383100
Green Square Station,2022-12-01,420780
Green Square Station,2023-01-01,425550
Green Square Station,2023-02-01,465830
Green Square Station,2023-03-01,534250
Green Square Station,2023-04-01,426590
Green Square Station,2023-05-01,538980
Green Square Station,2023-06-01,498480
Green Square Station,2023-07-01,514540
Green Square Station,2023-08-01,550940
Green Square Station,2023-09-01,500290
Green Square Station,2023-10-01,525990
Green Square Station,2023-11-01,533940
Green Square Station,2023-12-01,441150
Green Square Station,2024-01-01,456240
Green Square Station,2024-02-01,541060
Green Square Station,2024-03-01,559170
Green Square Station,2024-04-01,505820
Green Square Station,2024-05-01,544990
Green Square Station,2024-06-01,478380
Green Square Station,2024-10-01,511202
Green Square Station,2024-11-01,483696
Green Square Station,2024-12-01,395890
Green Square Station,2025-01-01,354957
Green Square Station,2025-02-01,396779
Green Square Station,2025-03-01,443932
Green Square Station,2025-04-01,407966
Green Square Station,2025-05-01,396131
Green Square Station,2025-06-01,430685
Green Square Station,2025-07-01,405553
Green Square Station,2025-08-01,417564
Green Square Station,2025-09-01,378997
Guildford Station,2016-07-01,115420
Guildford Station,2016-08-01,135090
Guildford Station,2016-09-01,134280
Guildford Station,2016-10-01,129310
Guildford Station,2016-11-01,135030
Guildford Station,2016-12-01,121630
Guildford Station,2017-01-01,114400
Guildford Station,2017-02-01,122820
Guildford Station,2017-03-01,139340
Guildford Station,2017-04-01,128390
Guildford Station,2017-05-01,152830
Guildford Station,2017-06-01,138480
Guildford Station,2017-07-01,133840
Guildford Station,2017-08-01,149570
Guildford Station,2017-09-01,140950
Guildford Station,2017-10-01,149180
Guildford Station,2017-11-01,151730
Guildford Station,2017-12-01,133800
Guildford Station,2018-01-01,123540
Guildford Station,2018-02-01,134090
Guildford Station,2018-03-01,164780
Guildford Station,2018-04-01,150280
Guildford Station,2018-05-01,173640
Guildford Station,2018-06-01,154770
Guildford Station,2018-07-01,161250
Guildford Station,2018-08-01,167290
Guildford Station,2018-09-01,161520
Guildford Station,2018-10-01,166310
Guildford Station,2018-11-01,165940
Guildford Station,2018-12-01,142640
Guildford Station,2019-01-01,133230
Guildford Station,2019-02-01,148850
Guildford Station,2019-03-01,171140
Guildford Station,2019-04-01,149760
Guildford Station,2019-05-01,176630
Guildford Station,2019-06-01,154940
Guildford Station,2019-07-01,167620
Guildford Station,2019-08-01,165400
Guildford Station,2019-09-01,164690
Guildford Station,2019-10-01,171010
Guildford Station,2019-11-01,163410
Guildford Station,2019-12-01,140180
Guildford Station,2020-01-01,140850
Guildford Station,2020-02-01,147350
Guildford Station,2020-03-01,127050
Guildford Station,2020-04-01,54620
Guildford Station,2020-05-01,68420
Guildford Station,2020-06-01,93640
Guildford Station,2020-07-01,99780
Guildford Station,2020-08-01,96820
Guildford Station,2020-09-01,95260
Guildford Station,2020-10-01,101060
Guildford Station,2020-11-01,102160
Guildford Station,2020-12-01,98390
Guildford Station,2021-01-01,79790
Guildford Station,2021-02-01,100040
Guildford Station,2021-03-01,116600
Guildford Station,2021-04-01,110840
Guildford Station,2021-05-01,108550
Guildford Station,2021-06-01,99860
Guildford Station,2021-07-01,44490
Guildford Station,2021-08-01,31360
Guildford Station,2021-09-01,39040
Guildford Station,2021-10-01,60760
Guildford Station,2021-11-01,85440
Guildford Station,2021-12-01,79760
Guildford Station,2022-01-01,64620
Guildford Station,2022-02-01,70340
Guildford Station,2022-03-01,88910
Guildford Station,2022-04-01,91560
Guildford Station,2022-05-01,105570
Guildford Station,2022-06-01,98970
Guildford Station,2022-07-01,91840
Guildford Station,2022-08-01,94770
Guildford Station,2022-09-01,89300
Guildford Station,2022-10-01,100260
Guildford Station,2022-11-01,84300
Guildford Station,2022-12-01,101180
Guildford Station,2023-01-01,93680
Guildford Station,2023-02-01,108300
Guildford Station,2023-03-01,125130
Guildford Station,2023-04-01,107980
Guildford Station,2023-05-01,130650
Guildford Station,2023-06-01,119370
Guildford Station,2023-07-01,128490
Guildford Station,2023-08-01,139650
Guildford Station,2023-09-01,137890
Guildford Station,2023-10-01,141630
Guildford Station,2023-11-01,135670
Guildford Station,2023-12-01,124570
Guildford Station,2024-01-01,114420
Guildford Station,2024-02-01,132240
Guildford Station,2024-03-01,145830
Guildford Station,2024-04-01,129500
Guildford Station,2024-05-01,141060
Guildford Station,2024-06-01,129970
Guildford Station,2024-10-01,140825
Guildford Station,2024-11-01,133912
Guildford Station,2024-12-01,116719
Guildford Station,2025-01-01,102016
Guildford Station,2025-02-01,113947
Guildford Station,2025-03-01,131209
Guildford Station,2025-04-01,124540
Guildford Station,2025-05-01,119290
Guildford Station,2025-06-01,119023
Guildford Station,2025-07-01,124415
Guildford Station,2025-08-01,122264
Guildford Station,2025-09-01,115482
Gymea Station,2016-07-01,91920
Gymea Station,2016-08-01,113070
Gymea Station,2016-09-01,105950
Gymea Station,2016-10-01,105150
Gymea Station,2016-11-01,112540
Gymea Station,2016-12-01,102840
Gymea Station,2017-01-01,89210
Gymea Station,2017-02-01,105610
Gymea Station,2017-03-01,123630
Gymea Station,2017-04-01,102420
Gymea Station,2017-05-01,125600
Gymea Station,2017-06-01,109090
Gymea Station,2017-07-01,105260
Gymea Station,2017-08-01,119980
Gymea Station,2017-09-01,111550
Gymea Station,2017-10-01,118100
Gymea Station,2017-11-01,115950
Gymea Station,2017-12-01,104780
Gymea Station,2018-01-01,101290
Gymea Station,2018-02-01,112820
Gymea Station,2018-03-01,121700
Gymea Station,2018-04-01,111700
Gymea Station,2018-05-01,129680
Gymea Station,2018-06-01,109940
Gymea Station,2018-07-01,113560
Gymea Station,2018-08-01,121100
Gymea Station,2018-09-01,115790
Gymea Station,2018-10-01,122990
Gymea Station,2018-11-01,122900
Gymea Station,2018-12-01,102450
Gymea Station,2019-01-01,104810
Gymea Station,2019-02-01,116430
Gymea Station,2019-03-01,122130
Gymea Station,2019-04-01,107940
Gymea Station,2019-05-01,130650
Gymea Station,2019-06-01,108240
Gymea Station,2019-07-01,88580
Gymea Station,2019-08-01,118510
Gymea Station,2019-09-01,115300
Gymea Station,2019-10-01,120760
Gymea Station,2019-11-01,121060
Gymea Station,2019-12-01,98860
Gymea Station,2020-01-01,104220
Gymea Station,2020-02-01,114190
Gymea Station,2020-03-01,79600
Gymea Station,2020-04-01,18070
Gymea Station,2020-05-01,29110
Gymea Station,2020-06-01,44060
Gymea Station,2020-07-01,53040
Gymea Station,2020-08-01,49070
Gymea Station,2020-09-01,54790
Gymea Station,2020-10-01,58950
Gymea Station,2020-11-01,61330
Gymea Station,2020-12-01,54090
Gymea Station,2021-01-01,49940
Gymea Station,2021-02-01,64060
Gymea Station,2021-03-01,77260
Gymea Station,2021-04-01,74670
Gymea Station,2021-05-01,77250
Gymea Station,2021-06-01,61890
Gymea Station,2021-07-01,17910
Gymea Station,2021-08-01,16140
Gymea Station,2021-09-01,17010
Gymea Station,2021-10-01,35650
Gymea Station,2021-11-01,52260
Gymea Station,2021-12-01,52230
Gymea Station,2022-01-01,34480
Gymea Station,2022-02-01,43900
Gymea Station,2022-03-01,61900
Gymea Station,2022-04-01,61800
Gymea Station,2022-05-01,70350
Gymea Station,2022-06-01,66300
Gymea Station,2022-07-01,57120
Gymea Station,2022-08-01,66270
Gymea Station,2022-09-01,66630
Gymea Station,2022-10-01,71980
Gymea Station,2022-11-01,59790
Gymea Station,2022-12-01,72390
Gymea Station,2023-01-01,65520
Gymea Station,2023-02-01,77300
Gymea Station,2023-03-01,89380
Gymea Station,2023-04-01,73090
Gymea Station,2023-05-01,83710
Gymea Station,2023-06-01,81730
Gymea Station,2023-07-01,76880
Gymea Station,2023-08-01,91050
Gymea Station,2023-09-01,86090
Gymea Station,2023-10-01,79170
Gymea Station,2023-11-01,84940
Gymea Station,2023-12-01,77290
Gymea Station,2024-01-01,73860
Gymea Station,2024-02-01,80750
Gymea Station,2024-03-01,82240
Gymea Station,2024-04-01,79450
Gymea Station,2024-05-01,86770
Gymea Station,2024-06-01,70730
Gymea Station,2024-10-01,87422
Gymea Station,2024-11-01,85840
Gymea Station,2024-12-01,71067
Gymea Station,2025-01-01,68441
Gymea Station,2025-02-01,78696
Gymea Station,2025-03-01,86725
Gymea Station,2025-04-01,81014
Gymea Station,2025-05-01,84582
Gymea Station,2025-06-01,74601
Gymea Station,2025-07-01,80505
Gymea Station,2025-08-01,78557
Gymea Station,2025-09-01,77628
Harris Park Station,2016-07-01,110360
Harris Park Station,2016-08-01,132140
Harris Park Station,2016-09-01,123020
Harris Park Station,2016-10-01,121860
Harris Park Station,2016-11-01,115780
Harris Park Station,2016-12-01,110120
Harris Park Station,2017-01-01,101490
Harris Park Station,2017-02-01,108420
Harris Park Station,2017-03-01,132240
Harris Park Station,2017-04-01,119200
Harris Park Station,2017-05-01,131950
Harris Park Station,2017-06-01,127960
Harris Park Station,2017-07-01,126420
Harris Park Station,2017-08-01,119640
Harris Park Station,2017-09-01,117310
Harris Park Station,2017-10-01,127690
Harris Park Station,2017-11-01,125670
Harris Park Station,2017-12-01,102890
Harris Park Station,2018-01-01,101190
Harris Park Station,2018-02-01,102800
Harris Park Station,2018-03-01,122860
Harris Park Station,2018-04-01,107020
Harris Park Station,2018-05-01,128440
Harris Park Station,2018-06-01,123170
Harris Park Station,2018-07-01,120170
Harris Park Station,2018-08-01,130980
Harris Park Station,2018-09-01,130060
Harris Park Station,2018-10-01,130500
Harris Park Station,2018-11-01,132770
Harris Park Station,2018-12-01,125700
Harris Park Station,2019-01-01,120840
Harris Park Station,2019-02-01,113540
Harris Park Station,2019-03-01,141790
Harris Park Station,2019-04-01,135330
Harris Park Station,2019-05-01,138910
Harris Park Station,2019-06-01,137330
Harris Park Station,2019-07-01,144600
Harris Park Station,2019-08-01,140970
Harris Park Station,2019-09-01,144460
Harris Park Station,2019-10-01,153950
Harris Park Station,2019-11-01,144170
Harris Park Station,2019-12-01,144130
Harris Park Station,2020-01-01,126530
Harris Park Station,2020-02-01,131130
Harris Park Station,2020-03-01,113690
Harris Park Station,2020-04-01,42070
Harris Park Station,2020-05-01,64380
Harris Park Station,2020-06-01,85080
Harris Park Station,2020-07-01,93250
Harris Park Station,2020-08-01,82210
Harris Park Station,2020-09-01,90290
Harris Park Station,2020-10-01,97900
Harris Park Station,2020-11-01,92930
Harris Park Station,2020-12-01,99950
Harris Park Station,2021-01-01,91580
Harris Park Station,2021-02-01,91670
Harris Park Station,2021-03-01,93010
Harris Park Station,2021-04-01,105450
Harris Park Station,2021-05-01,102660
Harris Park Station,2021-06-01,88240
Harris Park Station,2021-07-01,44190
Harris Park Station,2021-08-01,33810
Harris Park Station,2021-09-01,39960
Harris Park Station,2021-10-01,65270
Harris Park Station,2021-11-01,79700
Harris Park Station,2021-12-01,82340
Harris Park Station,2022-01-01,72790
Harris Park Station,2022-02-01,84760
Harris Park Station,2022-03-01,83190
Harris Park Station,2022-04-01,100210
Harris Park Station,2022-05-01,101320
Harris Park Station,2022-06-01,110780
Harris Park Station,2022-07-01,103900
Harris Park Station,2022-08-01,96230
Harris Park Station,2022-09-01,99320
Harris Park Station,2022-10-01,112490
Harris Park Station,2022-11-01,88840
Harris Park Station,2022-12-01,109280
Harris Park Station,2023-01-01,111590
Harris Park Station,2023-02-01,107450
Harris Park Station,2023-03-01,121960
Harris Park Station,2023-04-01,115670
Harris Park Station,2023-05-01,132060
Harris Park Station,2023-06-01,132180
Harris Park Station,2023-07-01,124610
Harris Park Station,2023-08-01,143260
Harris Park Station,2023-09-01,138030
Harris Park Station,2023-10-01,145370
Harris Park Station,2023-11-01,129850
Harris Park Station,2023-12-01,142670
Harris Park Station,2024-01-01,132320
Harris Park Station,2024-02-01,131960
Harris Park Station,2024-03-01,149670
Harris Park Station,2024-04-01,125970
Harris Park Station,2024-05-01,142570
Harris Park Station,2024-06-01,135210
Harris Park Station,2024-10-01,144642
Harris Park Station,2024-11-01,133090
Harris Park Station,2024-12-01,139630
Harris Park Station,2025-01-01,110376
Harris Park Station,2025-02-01,114575
Harris Park Station,2025-03-01,126712
Harris Park Station,2025-04-01,131299
Harris Park Station,2025-05-01,124541
Harris Park Station,2025-06-01,120227
Harris Park Station,2025-07-01,128419
Harris Park Station,2025-08-01,130378
Harris Park Station,2025-09-01,118541
Heathcote Station,2016-07-01,25610
Heathcote Station,2016-08-01,29860
Heathcote Station,2016-09-01,29280
Heathcote Station,2016-10-01,28150
Heathcote Station,2016-11-01,30070
Heathcote Station,2016-12-01,26510
Heathcote Station,2017-01-01,24450
Heathcote Station,2017-02-01,27880
Heathcote Station,2017-03-01,32380
Heathcote Station,2017-04-01,27550
Heathcote Station,2017-05-01,33190
Heathcote Station,2017-06-01,29110
Heathcote Station,2017-07-01,28460
Heathcote Station,2017-08-01,31580
Heathcote Station,2017-09-01,30140
Heathcote Station,2017-10-01,31050
Heathcote Station,2017-11-01,30860
Heathcote Station,2017-12-01,27140
Heathcote Station,2018-01-01,25980
Heathcote Station,2018-02-01,29040
Heathcote Station,2018-03-01,32100
Heathcote Station,2018-04-01,30380
Heathcote Station,2018-05-01,33730
Heathcote Station,2018-06-01,29140
Heathcote Station,2018-07-01,31110
Heathcote Station,2018-08-01,32000
Heathcote Station,2018-09-01,30470
Heathcote Station,2018-10-01,33060
Heathcote Station,2018-11-01,32520
Heathcote Station,2018-12-01,27530
Heathcote Station,2019-01-01,28640
Heathcote Station,2019-02-01,32540
Heathcote Station,2019-03-01,34190
Heathcote Station,2019-04-01,31230
Heathcote Station,2019-05-01,34420
Heathcote Station,2019-06-01,28810
Heathcote Station,2019-07-01,33060
Heathcote Station,2019-08-01,32300
Heathcote Station,2019-09-01,31810
Heathcote Station,2019-10-01,33360
Heathcote Station,2019-11-01,32820
Heathcote Station,2019-12-01,26650
Heathcote Station,2020-01-01,27770
Heathcote Station,2020-02-01,30890
Heathcote Station,2020-03-01,22490
Heathcote Station,2020-04-01,6460
Heathcote Station,2020-05-01,9770
Heathcote Station,2020-06-01,13190
Heathcote Station,2020-07-01,15310
Heathcote Station,2020-08-01,13270
Heathcote Station,2020-09-01,15290
Heathcote Station,2020-10-01,15960
Heathcote Station,2020-11-01,16690
Heathcote Station,2020-12-01,14770
Heathcote Station,2021-01-01,14480
Heathcote Station,2021-02-01,16990
Heathcote Station,2021-03-01,20010
Heathcote Station,2021-04-01,18710
Heathcote Station,2021-05-01,20370
Heathcote Station,2021-06-01,16320
Heathcote Station,2021-07-01,5400
Heathcote Station,2021-08-01,4820
Heathcote Station,2021-09-01,4980
Heathcote Station,2021-10-01,9690
Heathcote Station,2021-11-01,13340
Heathcote Station,2021-12-01,14110
